1,2000273,499809,802000,5000007000,12000
1,2000273,499809,802000,5000007000,2572000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2565000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2571000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2571000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2571000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2571000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2565000
1,2000273,499809,802000,5000007000,2565000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2567000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2566000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2568000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2570000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2569000
1,2000273,499809,802000,5000007000,2568000
